Unnamed: 0,size,calories_kcal,fats_g,sod_mg,carb_g,fiber_g,sugar_g,protein_g,vitA_g,calcium_mg,thiamin_mg,zinc_mg,potassium_mg,magnesium_mg,vitE_mg,vitK_mcg,vitC_mg,vitB6_mg,copper_mg,carotene_mg,carotene_mcg,cryptoxanthin_mcg,lycopene_mcg,cholesterol_mg,quality
462,1,14,0,0,3,0,3,0,5,1,0,0,28,0,0,0,18,0,0,2,0,1,0,0,1
463,2,59,0,3,14,0,13,0,22,5,0,0,115,3,0,0,73,0,0,10,0,7,0,0,0
464,2,85,0,5,20,0,17,0,0,240,0,0,173,11,0,0,40,0,0,0,0,0,0,0,0
465,2,118,0,12,28,1,23,0,7579,36,0,0,337,17,0,1,83,0,0,4548,0,0,0,0,0
466,1,14,0,1,3,0,2,0,948,4,0,0,42,2,0,0,10,0,0,569,0,0,0,0,1
467,4,58,0,5,14,0,10,0,52,10,0,0,126,6,0,1,79,0,0,23,13,1,0,0,0
468,1,14,0,1,3,0,2,0,13,2,0,0,31,1,0,0,19,0,0,5,3,0,0,0,1
469,2,59,0,5,14,0,10,0,53,10,0,0,128,6,0,1,80,0,0,24,13,1,0,0,0
470,4,58,0,5,14,0,12,0,33,6,0,0,167,7,0,0,40,0,0,6,1,27,0,0,0
471,1,14,0,1,3,0,3,0,8,1,0,0,41,1,0,0,10,0,0,1,0,6,0,0,1
472,2,59,0,5,14,0,12,0,34,6,0,0,170,7,0,0,40,0,0,6,1,27,0,0,0
473,1,13,0,0,3,0,0,0,22,3,0,0,43,1,0,0,23,0,0,0,0,0,0,0,3
474,2,54,0,3,12,0,0,0,92,12,0,0,175,6,0,0,97,0,0,0,0,0,0,0,3
475,1,14,0,1,3,0,0,0,67,1,0,0,62,2,0,0,26,0,0,0,0,0,0,0,3
476,2,58,0,7,13,0,0,1,274,7,0,0,252,8,0,0,109,0,0,0,0,0,0,0,3
477,1,15,0,0,3,0,0,0,14,5,0,0,62,4,0,0,10,0,0,0,0,0,0,0,3
478,2,63,0,3,15,0,0,0,58,21,0,0,254,17,0,0,43,0,0,0,0,0,0,0,3
479,1,14,0,0,3,0,0,0,9,2,0,0,43,2,0,0,16,0,0,0,0,0,0,0,3
480,2,60,0,2,14,0,0,0,39,10,0,0,179,11,0,0,67,0,0,0,0,0,0,0,3
481,4,55,0,1,12,0,10,0,68,15,0,0,230,11,0,0,78,0,0,11,2,58,0,0,0
482,4,55,0,1,12,0,10,0,68,15,0,0,230,11,0,0,78,0,0,11,2,58,0,0,0
483,4,55,0,1,12,0,10,0,68,15,0,0,230,11,0,0,78,0,0,11,2,58,0,0,0
484,1,13,0,0,3,0,2,0,17,3,0,0,57,2,0,0,19,0,0,2,0,14,0,0,1
485,2,55,0,1,12,0,10,0,69,15,0,0,233,11,0,0,79,0,0,11,2,59,0,0,0
486,2,105,0,24,24,0,20,1,4624,39,0,0,428,24,0,3,83,0,0,2122,971,332,0,0,0
487,1,13,0,3,3,0,2,0,579,4,0,0,53,3,0,0,10,0,0,265,121,41,0,0,1
488,4,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
489,4,61,0,0,15,0,9,0,0,15,0,0,170,10,0,4,44,0,0,0,0,0,0,0,0
490,4,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
491,4,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
492,2,58,0,0,14,0,9,0,0,15,0,0,162,10,0,4,42,0,0,0,0,0,0,0,0
493,1,14,0,0,3,0,2,0,0,3,0,0,40,2,0,1,10,0,0,0,0,0,0,0,2
494,1,21,0,0,5,0,0,0,40,3,0,0,56,2,0,0,19,0,0,0,0,0,0,0,3
495,2,88,0,2,21,0,0,0,166,15,0,0,229,10,0,0,81,0,0,0,0,0,0,0,3
496,2,121,3,320,15,0,2,6,2040,19,0,1,300,19,0,5,4,0,0,1018,413,0,3053,21,2
497,2,75,3,46,0,0,0,10,0,5,0,1,134,6,0,0,1,0,0,0,0,0,0,19,3
498,2,75,3,46,0,0,0,10,0,5,0,1,134,6,0,0,1,0,0,0,0,0,0,19,3
499,2,75,3,46,0,0,0,10,0,5,0,1,134,6,0,0,1,0,0,0,0,0,0,19,3
500,1,30,1,18,0,0,0,4,0,2,0,0,53,2,0,0,0,0,0,0,0,0,0,7,3
501,1,15,0,9,0,0,0,2,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,4,3
502,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
503,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
504,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
505,2,75,3,57,0,0,0,9,0,4,0,1,156,12,0,0,1,0,0,0,0,0,0,20,3
506,1,30,1,22,0,0,0,3,0,1,0,0,62,4,0,0,0,0,0,0,0,0,0,8,3
507,1,16,0,12,0,0,0,2,0,1,0,0,33,2,0,0,0,0,0,0,0,0,0,4,3
508,2,133,10,340,1,0,0,10,7,51,0,0,75,9,0,0,1,0,0,0,0,0,0,55,3
509,2,133,10,340,1,0,0,10,7,51,0,0,75,9,0,0,1,0,0,0,0,0,0,55,3
510,2,18,1,47,0,0,0,1,1,7,0,0,10,1,0,0,0,0,0,0,0,0,0,7,3
511,2,105,6,36,0,0,0,10,28,39,0,0,86,7,0,1,1,0,0,0,0,0,0,41,3
512,2,105,6,36,0,0,0,10,28,39,0,0,86,7,0,1,1,0,0,0,0,0,0,41,3
513,2,105,6,36,0,0,0,10,28,39,0,0,86,7,0,1,1,0,0,0,0,0,0,41,3
514,1,42,2,14,0,0,0,4,11,15,0,0,34,3,0,0,0,0,0,0,0,0,0,16,3
515,1,22,1,7,0,0,0,2,6,8,0,0,18,1,0,0,0,0,0,0,0,0,0,8,3
516,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
517,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
518,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
519,2,66,2,33,1,0,0,8,14,45,0,0,100,9,0,0,1,0,0,0,0,0,0,43,3
520,1,26,1,13,0,0,0,3,5,18,0,0,39,3,0,0,0,0,0,0,0,0,0,17,3
521,1,13,0,7,0,0,0,1,3,9,0,0,21,1,0,0,0,0,0,0,0,0,0,9,3
522,2,88,4,47,0,0,0,10,22,3,0,1,149,7,0,0,1,0,0,0,0,0,0,20,3
523,1,35,1,18,0,0,0,4,9,1,0,0,59,3,0,0,0,0,0,0,0,0,0,8,3
524,2,78,4,29,0,0,0,9,3,4,0,1,144,9,0,0,1,0,0,0,0,0,0,17,3
525,2,78,4,29,0,0,0,9,3,4,0,1,144,9,0,0,1,0,0,0,0,0,0,17,3
526,1,31,1,11,0,0,0,3,1,1,0,0,57,3,0,0,0,0,0,0,0,0,0,6,3
527,1,16,0,6,0,0,0,2,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,3,3
528,2,79,3,51,0,0,0,10,19,4,0,1,149,7,0,0,1,0,0,0,0,0,0,26,3
529,1,31,1,20,0,0,0,4,7,1,0,0,59,2,0,0,0,0,0,0,0,0,0,10,3
530,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
531,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
532,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
533,2,73,3,44,0,0,0,10,0,4,0,1,145,9,0,1,0,0,0,0,0,0,0,26,3
534,1,29,1,17,0,0,0,4,0,1,0,0,58,3,0,0,0,0,0,0,0,0,0,10,3
535,1,15,0,9,0,0,0,2,0,1,0,0,30,1,0,0,0,0,0,0,0,0,0,5,3
536,2,130,10,388,0,0,0,9,48,24,0,1,80,7,0,0,1,0,0,0,0,0,0,49,3
537,2,130,10,388,0,0,0,9,48,24,0,1,80,7,0,0,1,0,0,0,0,0,0,49,3
538,2,18,1,54,0,0,0,1,6,3,0,0,11,1,0,0,0,0,0,0,0,0,0,7,3
539,2,88,5,29,0,0,0,9,26,3,0,1,158,7,0,0,1,0,0,0,0,0,0,34,3
540,1,35,2,11,0,0,0,3,10,1,0,0,63,2,0,0,0,0,0,0,0,0,0,13,3
541,2,129,10,342,0,0,0,9,13,51,0,1,64,11,0,0,1,0,0,0,0,0,0,46,3
542,2,129,10,342,0,0,0,9,13,51,0,1,64,11,0,0,1,0,0,0,0,0,0,46,3
543,2,18,1,48,0,0,0,1,1,7,0,0,9,1,0,0,0,0,0,0,0,0,0,6,3
544,2,91,5,51,0,0,0,10,0,19,0,1,127,8,0,1,1,0,0,0,0,0,0,37,3
545,2,91,5,51,0,0,0,10,0,19,0,1,127,8,0,1,1,0,0,0,0,0,0,37,3
546,1,36,2,20,0,0,0,4,0,7,0,0,51,3,0,0,0,0,0,0,0,0,0,15,3
547,1,19,1,10,0,0,0,2,0,4,0,0,27,1,0,0,0,0,0,0,0,0,0,7,3
548,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
549,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
550,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
551,2,80,4,39,0,0,0,10,0,16,0,1,164,9,0,1,1,0,0,0,0,0,0,41,3
552,1,32,1,15,0,0,0,4,0,6,0,0,65,3,0,0,0,0,0,0,0,0,0,16,3
553,1,17,0,8,0,0,0,2,0,3,0,0,34,2,0,0,0,0,0,0,0,0,0,8,3
554,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
555,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
556,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
557,2,71,3,45,0,0,0,9,0,4,0,1,153,8,0,2,1,0,0,0,0,0,0,18,3
558,1,28,1,18,0,0,0,3,0,1,0,0,61,3,0,0,0,0,0,0,0,0,0,7,3
559,1,15,0,9,0,0,0,2,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,3,3
560,2,95,1,45,18,0,13,3,35,102,0,0,172,12,0,0,42,0,0,3,0,10,0,3,0
561,1,23,0,11,4,0,3,0,8,25,0,0,43,3,0,0,10,0,0,0,0,2,0,0,1
562,4,84,0,18,18,0,13,0,75,31,0,0,70,4,0,0,13,0,0,31,1,15,0,0,0
563,4,84,0,18,18,0,13,0,75,31,0,0,70,4,0,0,13,0,0,31,1,15,0,0,0
564,4,90,0,19,19,0,14,0,80,33,0,0,74,4,0,0,14,0,0,33,1,16,0,0,0
565,2,84,0,18,18,0,13,0,75,31,0,0,70,4,0,0,13,0,0,31,1,15,0,0,0
566,1,11,0,2,2,0,1,0,10,4,0,0,9,0,0,0,1,0,0,4,0,2,0,0,2
567,75,84,1,42,15,1,2,2,18,60,0,1,72,22,0,1,0,0,0,8,2,2,0,0,2
568,1,21,0,10,3,0,0,0,4,15,0,0,18,5,0,0,0,0,0,2,0,0,0,0,3
569,1,147,1,13,26,5,6,7,892,32,0,1,213,57,0,28,6,0,0,522,25,0,0,0,0
570,4,81,0,7,14,3,3,4,496,17,0,0,119,32,0,16,3,0,0,290,14,0,0,0,1
571,1,9,0,0,1,0,0,0,55,2,0,0,13,3,0,1,0,0,0,32,1,0,0,0,3
572,1,84,0,92,19,1,1,1,0,6,0,0,179,24,0,0,17,0,0,0,0,0,0,0,2
573,4,36,0,40,8,0,0,0,0,2,0,0,78,10,0,0,7,0,0,0,0,0,0,0,3
574,1,5,0,5,1,0,0,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,3
575,1,112,0,76,23,0,0,3,2,7,0,0,38,7,0,0,1,0,0,1,0,0,0,0,3
576,2,23,0,16,4,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3
577,2,71,0,4,16,1,15,0,42,14,0,0,217,12,0,15,0,0,0,21,2,4,0,0,0
578,1,15,0,0,3,0,3,0,9,3,0,0,45,2,0,3,0,0,0,4,0,1,0,0,1
579,2,7,0,23,1,0,0,0,39,4,0,0,2,0,0,0,0,0,0,18,0,0,130,0,3
580,1,15,0,47,2,0,0,0,79,8,0,0,5,1,0,1,0,0,0,36,0,0,261,1,3
581,1,9,0,0,2,0,0,0,0,21,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3
582,2,43,0,28,8,0,3,0,12,11,0,0,35,3,0,0,1,0,0,1,0,0,0,0,1
583,1,112,1,73,22,0,8,2,32,28,0,0,91,9,0,0,2,0,0,3,1,0,0,0,0
584,1,158,3,32,27,2,5,4,345,32,0,0,310,34,0,30,0,0,0,167,75,0,2,0,0
585,4,88,1,17,15,1,3,2,192,17,0,0,172,19,0,17,0,0,0,93,42,0,1,0,1
586,1,9,0,2,1,0,0,0,21,2,0,0,19,2,0,1,0,0,0,10,4,0,0,0,3
587,4,56,0,5,10,2,3,2,3156,36,0,0,397,29,0,2,5,0,0,1667,409,42,0,0,1
588,4,71,2,20,10,1,2,2,96,67,0,0,167,22,0,1,1,0,0,31,0,0,0,5,1
589,1,76,0,185,17,4,13,2,60,31,0,0,407,31,0,0,5,0,0,35,0,0,0,0,0
590,2,38,0,93,8,2,6,1,30,15,0,0,205,15,0,0,2,0,0,18,0,0,0,0,0
591,4,38,0,93,8,2,6,1,30,15,0,0,205,15,0,0,2,0,0,18,0,0,0,0,0
592,4,38,0,93,8,2,6,1,30,15,0,0,205,15,0,0,2,0,0,18,0,0,0,0,0
593,1,9,0,23,2,0,1,0,7,3,0,0,51,3,0,0,0,0,0,4,0,0,0,0,2
594,1,4,0,11,1,0,0,0,3,1,0,0,25,1,0,0,0,0,0,2,0,0,0,0,3
595,1,71,0,109,16,3,7,1,26454,51,0,0,452,24,1,28,12,0,0,12868,6007,0,0,0,0
596,2,54,0,83,12,2,5,1,20077,39,0,0,343,18,0,21,9,0,0,9766,4559,0,0,0,0
597,6,54,0,83,12,2,5,1,20077,39,0,0,343,18,0,21,9,0,0,9766,4559,0,0,0,0
598,6,54,0,83,12,2,5,1,20077,39,0,0,343,18,0,21,9,0,0,9766,4559,0,0,0,0
599,6,54,0,83,12,2,5,1,20077,39,0,0,343,18,0,21,9,0,0,9766,4559,0,0,0,0
600,1,9,0,13,2,0,0,0,3348,6,0,0,57,3,0,3,1,0,0,1628,760,0,0,0,3
601,1,4,0,6,1,0,0,0,1653,3,0,0,28,1,0,1,0,0,0,804,375,0,0,0,3
602,1,60,0,82,13,3,8,1,25672,49,0,0,439,20,1,32,12,0,0,12488,5828,0,0,0,0
603,2,30,0,41,6,1,4,0,12950,24,0,0,221,10,0,16,6,0,0,6299,2940,0,0,0,1
604,2,19,0,26,4,1,2,0,8137,15,0,0,139,6,0,10,4,0,0,3958,1847,0,0,0,2
605,4,30,0,41,6,1,4,0,12950,24,0,0,221,10,0,16,6,0,0,6299,2940,0,0,0,1
606,4,34,0,47,7,2,4,1,14670,28,0,0,250,11,0,18,7,0,0,7136,3330,0,0,0,0
607,2,19,0,26,4,1,2,0,8137,15,0,0,139,6,0,10,4,0,0,3958,1847,0,0,0,1
608,4,30,0,41,6,1,4,0,12950,24,0,0,221,10,0,16,6,0,0,6299,2940,0,0,0,1
609,2,19,0,26,4,1,2,0,8137,15,0,0,139,6,0,10,4,0,0,3958,1847,0,0,0,1
610,4,30,0,41,6,1,4,0,12950,24,0,0,221,10,0,16,6,0,0,6299,2940,0,0,0,1
611,1,7,0,10,1,0,1,0,3249,6,0,0,55,2,0,4,1,0,0,1580,737,0,0,0,2
612,1,3,0,5,0,0,0,0,1604,3,0,0,27,1,0,2,0,0,0,780,364,0,0,0,3
613,1,156,0,124,39,5,3,3,81,9,0,0,194,19,0,0,5,0,0,31,24,7,0,2,1
614,2,110,0,88,27,3,2,2,57,6,0,0,137,13,0,0,3,0,0,22,17,5,0,1,1
615,6,110,0,88,27,3,2,2,57,6,0,0,137,13,0,0,3,0,0,22,17,5,0,1,1
616,1,18,0,14,4,0,0,0,9,1,0,0,22,2,0,0,0,0,0,3,2,0,0,0,3
617,1,9,0,7,2,0,0,0,5,0,0,0,12,1,0,0,0,0,0,1,1,0,0,0,3
618,1,136,0,103,33,5,2,3,180,48,0,0,216,19,0,0,5,0,0,62,48,12,0,2,1
619,2,64,0,48,15,2,1,1,84,22,0,0,101,9,0,0,2,0,0,29,22,5,0,1,2
620,4,64,0,48,15,2,1,1,84,22,0,0,101,9,0,0,2,0,0,29,22,5,0,1,2
621,4,64,0,48,15,2,1,1,84,22,0,0,101,9,0,0,2,0,0,29,22,5,0,1,2
622,4,64,0,48,15,2,1,1,84,22,0,0,101,9,0,0,2,0,0,29,22,5,0,1,2
623,1,16,0,12,4,0,0,0,21,5,0,0,25,2,0,0,0,0,0,7,5,1,0,0,3
624,1,8,0,6,2,0,0,0,11,3,0,0,13,1,0,0,0,0,0,3,3,0,0,0,3
625,2,36,0,39,7,1,2,2,6855,31,0,0,189,23,0,27,6,0,0,3695,836,0,0,0,1
626,1,9,0,9,1,0,0,0,1719,7,0,0,47,5,0,6,1,0,0,927,209,0,0,0,3
627,1,60,0,4,13,4,2,2,1039,156,0,0,307,52,0,26,20,0,0,700,0,0,0,0,1
628,2,42,0,3,9,3,1,2,736,110,0,0,217,37,0,18,14,0,0,496,0,0,0,0,2
629,6,42,0,3,9,3,1,2,736,110,0,0,217,37,0,18,14,0,0,496,0,0,0,0,2
630,1,7,0,0,1,0,0,0,122,18,0,0,36,6,0,3,2,0,0,82,0,0,0,0,3
631,1,3,0,0,0,0,0,0,64,9,0,0,19,3,0,1,1,0,0,43,0,0,0,0,3
632,1,60,0,4,14,4,2,3,1075,93,0,0,379,57,1,28,12,0,0,748,0,0,0,0,1
633,2,28,0,2,6,2,1,1,506,44,0,0,178,27,0,13,5,0,0,352,0,0,0,0,2
634,4,28,0,2,6,2,1,1,506,44,0,0,178,27,0,13,5,0,0,352,0,0,0,0,2
635,2,17,0,1,4,1,0,0,318,27,0,0,112,17,0,8,3,0,0,221,0,0,0,0,3
636,4,28,0,2,6,2,1,1,506,44,0,0,178,27,0,13,5,0,0,352,0,0,0,0,2
637,2,17,0,1,4,1,0,0,318,27,0,0,112,17,0,8,3,0,0,221,0,0,0,0,3
638,4,28,0,2,6,2,1,1,506,44,0,0,178,27,0,13,5,0,0,352,0,0,0,0,2
639,1,7,0,0,1,0,0,0,127,11,0,0,44,6,0,3,1,0,0,88,0,0,0,0,3
640,1,3,0,0,0,0,0,0,67,5,0,0,23,3,0,1,0,0,0,46,0,0,0,0,3
641,1,86,0,86,19,3,4,3,10068,26,0,0,408,26,1,17,6,0,0,4944,2196,0,0,0,1
642,2,61,0,61,13,2,3,2,7131,18,0,0,289,18,0,12,4,0,0,3502,1555,0,0,0,1
644,1,10,0,10,2,0,0,0,1189,3,0,0,48,3,0,2,0,0,0,584,259,0,0,0,3
645,1,5,0,5,1,0,0,0,629,1,0,0,25,1,0,1,0,0,0,309,137,0,0,0,3
646,2,40,0,14,9,1,1,1,3577,14,0,0,143,11,0,7,1,0,0,1751,789,0,0,0,2
647,1,10,0,3,2,0,0,0,897,3,0,0,36,2,0,1,0,0,0,439,198,0,0,0,3
648,1,96,0,9,19,5,8,8,1356,48,0,0,268,36,1,35,16,0,0,636,31,0,0,0,0
649,2,45,0,4,9,2,3,3,638,22,0,0,126,16,0,16,7,0,0,299,14,0,0,0,1
650,2,28,0,2,5,1,2,2,401,14,0,0,79,10,0,10,4,0,0,188,9,0,0,0,1
651,4,45,0,4,9,2,3,3,638,22,0,0,126,16,0,16,7,0,0,299,14,0,0,0,1
652,2,28,0,2,5,1,2,2,401,14,0,0,79,10,0,10,4,0,0,188,9,0,0,0,1
653,4,45,0,4,9,2,3,3,638,22,0,0,126,16,0,16,7,0,0,299,14,0,0,0,1
654,2,28,0,2,5,1,2,2,401,14,0,0,79,10,0,10,4,0,0,188,9,0,0,0,1
655,4,45,0,4,9,2,3,3,638,22,0,0,126,16,0,16,7,0,0,299,14,0,0,0,1
656,1,11,0,1,2,0,0,0,160,5,0,0,31,4,0,4,1,0,0,75,3,0,0,0,3
657,1,6,0,0,1,0,0,0,84,3,0,0,16,2,0,2,1,0,0,39,1,0,0,0,3
658,1,88,3,117,13,4,5,6,10008,213,0,0,458,132,1,472,20,0,0,5894,0,0,0,12,0
659,2,41,1,55,6,2,2,2,4712,100,0,0,215,62,0,222,9,0,0,2775,0,0,0,5,1
660,4,41,1,55,6,2,2,2,4712,100,0,0,215,62,0,222,9,0,0,2775,0,0,0,5,1
661,1,10,0,13,1,0,0,0,1182,25,0,0,54,15,0,55,2,0,0,696,0,0,0,1,3
662,1,5,0,7,0,0,0,0,625,13,0,0,28,8,0,29,1,0,0,368,0,0,0,0,3
663,1,53,0,2,12,4,4,1,4511,53,0,0,414,26,1,6,17,0,0,2412,589,0,0,0,0
664,2,40,0,1,9,3,3,1,3423,40,0,0,314,20,0,4,13,0,0,1830,447,0,0,0,1
665,6,40,0,1,9,3,3,1,3423,40,0,0,314,20,0,4,13,0,0,1830,447,0,0,0,1
666,1,6,0,0,1,0,0,0,570,6,0,0,52,3,0,0,2,0,0,305,74,0,0,0,3
667,1,3,0,0,0,0,0,0,281,3,0,0,25,1,0,0,1,0,0,150,36,0,0,0,3
668,1,53,0,4,12,4,5,1,4531,53,0,0,400,26,1,6,17,0,0,2423,591,0,0,0,0
669,2,27,0,2,6,2,2,0,2285,27,0,0,202,13,0,3,8,0,0,1222,298,0,0,0,1
670,2,17,0,1,3,1,1,0,1436,17,0,0,127,8,0,2,5,0,0,768,187,0,0,0,2
671,4,27,0,2,6,2,2,0,2285,27,0,0,202,13,0,3,8,0,0,1222,298,0,0,0,1
672,4,30,0,2,7,2,2,1,2589,30,0,0,229,15,0,3,9,0,0,1384,337,0,0,0,1
673,2,17,0,1,3,1,1,0,1436,17,0,0,127,8,0,2,5,0,0,768,187,0,0,0,2
674,4,27,0,2,6,2,2,0,2285,27,0,0,202,13,0,3,8,0,0,1222,298,0,0,0,1
675,2,17,0,1,3,1,1,0,1436,17,0,0,127,8,0,2,5,0,0,768,187,0,0,0,2
676,4,27,0,2,6,2,2,0,2285,27,0,0,202,13,0,3,8,0,0,1222,298,0,0,0,1
677,1,6,0,0,1,0,0,0,573,6,0,0,50,3,0,0,2,0,0,306,74,0,0,0,3
678,1,3,0,0,0,0,0,0,283,3,0,0,25,1,0,0,1,0,0,151,36,0,0,0,3
679,1,127,0,44,29,3,9,2,14421,35,0,0,589,29,1,3,22,0,0,8653,0,0,0,0,0
680,2,64,0,22,14,1,4,1,7274,18,0,0,297,14,0,1,11,0,0,4365,0,0,0,0,1
681,2,40,0,14,9,1,2,0,4570,11,0,0,186,9,0,0,7,0,0,2742,0,0,0,0,1
682,4,64,0,22,14,1,4,1,7274,18,0,0,297,14,0,1,11,0,0,4365,0,0,0,0,0
683,4,72,0,25,16,1,5,1,8240,20,0,0,336,16,0,1,12,0,0,4944,0,0,0,0,0
684,2,40,0,14,9,1,2,0,4570,11,0,0,186,9,0,0,7,0,0,2742,0,0,0,0,1
685,4,64,0,22,14,1,4,1,7274,18,0,0,297,14,0,1,11,0,0,4365,0,0,0,0,0
686,2,40,0,14,9,1,2,0,4570,11,0,0,186,9,0,0,7,0,0,2742,0,0,0,0,1
687,4,64,0,22,14,1,4,1,7274,18,0,0,297,14,0,1,11,0,0,4365,0,0,0,0,0
688,1,16,0,5,3,0,1,0,1825,4,0,0,74,3,0,0,2,0,0,1095,0,0,0,0,2
689,1,7,0,2,1,0,0,0,901,2,0,0,36,1,0,0,1,0,0,540,0,0,0,0,3
690,1,134,0,49,31,3,9,2,14864,35,0,0,544,26,1,3,21,0,0,8919,0,0,0,0,0
691,2,102,0,37,23,2,7,1,11281,27,0,0,413,20,0,2,16,0,0,6769,0,0,0,0,0
692,6,102,0,37,23,2,7,1,11281,27,0,0,413,20,0,2,16,0,0,6769,0,0,0,0,0
693,6,102,0,37,23,2,7,1,11281,27,0,0,413,20,0,2,16,0,0,6769,0,0,0,0,0
694,6,102,0,37,23,2,7,1,11281,27,0,0,413,20,0,2,16,0,0,6769,0,0,0,0,0
695,1,17,0,6,3,0,1,0,1881,4,0,0,68,3,0,0,2,0,0,1128,0,0,0,0,2
696,1,8,0,3,1,0,0,0,929,2,0,0,34,1,0,0,1,0,0,557,0,0,0,0,3
